Dye_Name,Concentration,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700
Suncron Scarlet E-2G 150%_I,0.1,46.880535,42.410614,38.109612,34.243099,30.805674,28.064083,25.970787,24.679316,23.754854,23.43173,23.550339,23.951838,25.047918,26.804295,29.484081,33.493595,38.703419,45.238281,52.896275,60.818272,68.623367,75.472679,80.136658,83.251114,85.042366,86.206787,86.860893,87.229408,87.574394,87.497971,87.393166
Suncron Scarlet E-2G 150%_I,0.25,34.379578,29.266886,25.129749,21.632023,18.687786,16.428242,14.756627,13.738552,13.048393,12.803867,12.880695,13.197991,14.0256,15.428296,17.606915,20.979654,25.599722,31.667374,39.164989,47.4869,56.542229,65.73732,73.172539,78.839859,82.460442,84.678482,85.907104,86.500015,87.027214,86.955513,86.892586
Suncron Scarlet E-2G 150%_I,0.5,25.693359,20.827496,17.1381,14.185204,11.826165,10.075727,8.841214,8.090213,7.654397,7.435087,7.473446,7.760115,8.262631,9.273682,10.914061,13.565533,17.414974,22.782236,29.729807,37.762852,46.912098,56.880455,65.860382,73.548737,79.051964,82.689644,84.788269,85.910286,86.656639,86.662239,86.66851
Suncron Scarlet E-2G 150%_I,1.0,17.579845,13.393562,10.495987,8.339892,6.709634,5.593051,4.83687,4.403136,4.162879,4.041537,4.047672,4.218292,4.513139,5.073037,6.089788,7.83586,10.59694,14.842862,20.802717,28.138208,36.903034,46.955807,56.744247,66.067406,73.662445,79.162849,82.605804,84.507576,85.92366,85.84726,85.978279
Suncron Scarlet E-2G 150%_I,2.0,10.9537,7.842432,5.906092,4.60832,3.70916,3.158414,2.839059,2.621821,2.531084,2.466367,2.451064,2.524506,2.632415,2.900659,3.343931,4.239604,5.809578,8.603761,13.057753,19.170469,27.066092,36.655598,46.527023,56.722801,66.029533,73.601791,78.913422,82.063255,84.63839,84.735939,85.000252
Suncron Scarlet E-2G 150%_I,4.0,6.340702,4.36333,3.333054,2.768911,2.405779,2.224492,2.085051,2.001833,1.981767,1.956615,1.93526,1.968205,1.992805,2.072398,2.263304,2.636354,3.185486,4.57387,7.246147,11.572515,17.956362,26.494339,35.829449,46.102947,56.33337,65.578911,73.118912,78.172661,82.454575,82.989357,83.660149
Suncron Scarlet E-2G 150%_I,6.0,4.537294,3.190556,2.605874,2.32074,2.096308,2.004114,1.929513,1.881618,1.87588,1.861067,1.839105,1.866448,1.874995,1.913079,2.021779,2.173894,2.465981,3.212048,4.900198,8.043506,13.200349,20.694304,29.385502,39.341412,49.758018,59.66946,68.420853,74.788963,80.23645,81.114075,82.245262
Suncron Scarlet SE-GS 200%_I,0.01,69.420302,71.037149,71.005201,69.869304,67.842478,65.45974,63.097483,61.382759,59.713137,58.136785,57.16325,56.833684,57.109445,58.243692,60.606825,64.778191,70.173609,75.97571,80.876917,83.816838,85.290742,86.029601,86.341441,86.585218,86.840951,87.141955,87.370282,87.530535,87.682825,87.600327,87.456822
Suncron Scarlet SE-GS 200%_I,0.025,65.320772,65.384537,63.364768,60.525674,57.112074,53.692305,50.627851,48.502117,46.506283,44.76212,43.684104,43.34285,43.672061,44.916263,47.49932,52.229357,58.921719,67.165923,75.111794,80.67171,83.797228,85.327554,85.913259,86.290377,86.616331,86.942804,87.192065,87.350392,87.501961,87.41892,87.25723
Suncron Scarlet SE-GS 200%_I,0.05,60.089433,58.606893,55.294824,51.490587,47.475493,43.753588,40.548244,38.392478,36.398461,34.689313,33.683845,33.409253,33.688191,34.919202,37.446821,42.203081,49.273288,58.631861,68.700647,76.701999,81.777495,84.407777,85.476512,86.067718,86.513633,86.927581,87.205034,87.398553,87.571037,87.485796,87.325811
Suncron Scarlet SE-GS 200%_I,0.1,53.427076,50.629467,46.462402,42.209408,38.031501,34.32208,31.230173,29.180783,27.30599,25.734156,24.819204,24.621364,24.863456,26.002187,28.360111,32.891357,39.871138,49.589902,60.921252,71.143413,78.569585,82.787216,84.658432,85.642099,86.255372,86.764199,87.088323,87.310898,87.525499,87.445569,87.300384
Suncron Scarlet SE-GS 200%_I,0.25,40.735233,36.815852,32.370758,28.117198,24.340361,21.118112,18.509021,16.834627,15.351681,14.155337,13.445619,13.316749,13.482943,14.350906,16.183472,19.87348,25.970185,35.1513,46.877557,59.020442,69.832742,77.446246,81.447935,83.651567,84.834552,85.66519,86.159533,86.488402,86.838883,86.754262,86.679506
Suncron Scarlet SE-GS 200%_I,0.5,31.696576,27.619836,23.468265,19.678628,16.482024,13.81146,11.742006,10.453929,9.35128,8.496824,8.021619,7.876947,7.987496,8.607004,9.93901,12.761128,17.757675,25.911435,37.045315,49.457008,61.712086,71.670312,77.602583,81.127894,83.018094,84.25768,85.018194,85.467148,85.981131,85.913324,85.878825
Suncron Scarlet SE-GS 200%_I,1.0,22.977586,19.147909,15.575017,12.492295,10.010013,8.10575,6.688245,5.849201,5.166287,4.668154,4.411083,4.302304,4.392575,4.705468,5.514882,7.319902,10.875583,17.489707,27.501756,39.51706,52.392715,64.194524,72.359258,77.653003,80.660594,82.55285,83.710313,84.359014,85.027182,85.012937,85.03319
Suncron Scarlet SE-GS 200%_I,2.0,15.446883,12.25763,9.522057,7.32756,5.700916,4.551595,3.764521,3.31146,3.026679,2.784465,2.645805,2.613214,2.64615,2.826222,3.294712,4.099775,6.159755,10.792303,18.978611,29.901668,42.52826,55.228817,65.182436,72.51755,77.092463,79.989505,81.784606,82.858992,83.823812,83.842486,83.974099
Suncron Scarlet SE-GS 200%_I,4.0,9.675156,7.304187,5.505487,4.226058,3.339668,2.78749,2.467803,2.251703,2.151294,2.066326,2.006709,2.012135,2.021023,2.093811,2.27704,2.575003,3.448173,6.014628,11.684369,20.768715,32.573587,45.493352,56.718028,66.064566,72.614461,77.008581,79.793286,81.462157,82.945341,83.076632,83.262038
Suncron Scarlet SE-GS 200%_I,6.0,6.988764,5.215824,3.965906,3.143895,2.588305,2.311973,2.11558,1.993299,1.951653,1.916693,1.885496,1.910919,1.916959,1.962979,2.077996,2.240577,2.663327,4.240262,8.349235,15.908682,26.696327,39.273128,50.749898,60.881639,68.511599,73.883301,77.462298,79.661733,81.577486,81.844419,82.181609
Suncron Scarlet T-FW_I,0.01,69.463229,72.22352,73.643667,74.315554,74.175149,73.725641,73.169374,72.677439,72.440445,72.363752,72.591448,72.97585,73.845828,75.024223,75.96969,76.853442,77.835274,79.605758,82.240754,84.865117,86.898685,87.690717,87.825364,87.941492,88.086617,88.260734,88.334608,88.349676,88.252783,88.301384,88.170487
Suncron Scarlet T-FW_I,0.025,65.99192,67.794997,68.470407,67.765397,65.92586,63.933194,62.038523,60.563362,59.334135,58.6362,58.356535,58.397847,59.042531,60.259438,61.460072,62.777215,64.564216,68.142962,73.841417,80.564255,86.782074,89.711601,90.202171,90.531003,90.632689,90.633041,90.36569,90.060163,89.376009,89.145368,89.195526
Suncron Scarlet T-FW_I,0.05,60.577554,61.494613,60.782313,58.789271,55.842024,52.905887,50.282794,48.303449,46.586087,45.440495,44.729701,44.470561,44.715783,45.594198,46.622321,48.017919,50.249481,54.767644,62.347329,72.272873,83.046442,89.744455,91.721833,92.904317,93.310213,93.060976,92.695594,91.805494,90.548915,90.122014,90.144098
Suncron Scarlet T-FW_I,0.1,54.782045,54.812425,53.224117,50.363135,46.832892,43.512163,40.625364,38.515013,36.709821,35.477865,34.7179,34.366971,34.593704,35.395122,36.370239,37.796766,40.202701,45.058724,53.363925,64.89284,78.751808,89.062995,93.042558,95.188886,95.738482,95.272738,94.657218,93.368983,91.618901,90.978932,90.975678
Suncron Scarlet T-FW_I,0.25,43.414402,42.424357,40.1306,36.747116,33.069193,29.758453,27.000874,25.042424,23.432863,22.353572,21.70818,21.534812,21.696979,22.497845,23.376934,24.716824,27.112949,31.858009,40.171674,52.448499,68.862337,83.63806,91.658831,96.470904,98.230112,97.546637,96.801728,95.013881,92.759597,91.87451,91.733712
Suncron Scarlet T-FW_I,0.5,34.317124,32.839158,30.500492,27.127635,23.692136,20.70244,18.286462,16.609678,15.278006,14.443263,13.960361,13.884377,14.105204,14.826129,15.633222,16.82193,18.975042,23.22741,30.886453,42.692277,59.583318,76.662707,87.87725,95.611823,98.814797,98.624074,98.198271,96.037745,93.456858,92.402166,92.274225
Suncron Scarlet T-FW_I,1.0,25.826129,23.912664,21.733113,18.728426,15.782093,13.301656,11.388974,10.111928,9.158298,8.593245,8.36987,8.33403,8.624285,9.215085,9.904362,10.919471,12.717569,16.277517,22.881223,33.594108,49.843636,67.834163,81.238437,91.711861,96.943194,97.348696,97.77022,95.564198,92.860764,91.765124,91.801488
Suncron Scarlet T-FW_I,2.0,17.606692,15.892027,14.016205,11.595434,9.356675,7.609635,6.342547,5.549672,5.062982,4.744587,4.631795,4.692599,4.897783,5.371078,5.91933,6.650752,7.967964,10.605004,15.679134,24.489884,38.912019,56.58617,71.793199,85.212678,93.506837,95.884216,97.081286,95.776343,93.295598,92.120188,92.20897
Suncron Scarlet T-FW_I,4.0,11.95813,10.332955,8.864168,7.103702,5.579179,4.484402,3.761855,3.341328,3.108388,2.98244,2.941575,3.031898,3.178937,3.533828,3.965459,4.504336,5.443959,7.402506,11.250778,18.223828,30.269367,46.171266,61.219883,75.763625,86.249161,91.055697,94.333148,93.853879,92.346311,91.349387,91.724604
Suncron Scarlet T-FW_I,6.0,9.743018,8.360364,7.109831,5.665793,4.441552,3.619842,3.108776,2.833965,2.700357,2.623619,2.615178,2.739393,2.907158,3.286086,3.740611,4.274999,5.163653,6.981324,10.553128,17.055482,28.304771,43.288392,57.679439,71.762526,82.151282,87.378693,91.056943,90.978271,90.200025,88.898396,90.264428
Suncron Turquoise Blue G-GL 200%_I,0.01,71.801636,75.051491,77.500374,79.493782,80.699478,81.732353,82.573891,83.217583,83.707085,83.954132,84.197083,84.332352,84.334496,84.172508,83.708038,83.016495,82.001976,80.84304,79.641861,78.410355,77.072464,75.800308,74.934891,74.85936,75.288498,76.340118,77.333603,77.590164,77.646545,77.831848,78.894684
Suncron Turquoise Blue G-GL 200%_I,0.025,70.585213,74.118027,76.699364,78.767632,79.952202,80.981758,81.769348,82.362617,82.772484,82.816444,82.768669,82.679474,82.493332,81.937141,80.767601,79.110703,76.990524,74.775459,72.514122,70.371811,68.193985,66.229156,64.968582,64.834122,65.403748,66.766304,68.148445,68.572495,68.264709,68.333572,70.090828
Suncron Turquoise Blue G-GL 200%_I,0.05,68.989372,72.527,75.361481,77.546837,78.728096,79.709595,80.44429,80.989349,81.313087,81.144562,80.721069,80.479126,80.228722,79.210075,77.3843,74.828163,71.758286,68.680923,65.708939,63.020157,60.400387,58.134331,56.691162,56.456207,57.080997,58.474209,59.859856,60.269104,59.862232,59.998318,62.006889
Suncron Turquoise Blue G-GL 200%_I,0.1,66.022652,69.81369,72.966835,75.338028,76.54879,77.570793,78.27195,78.798744,79.123489,78.561066,77.604332,76.809639,75.909737,74.030289,71.197456,67.568382,63.517796,59.757607,56.334164,53.351284,50.542896,48.142166,46.684101,46.604412,47.348186,48.912819,50.536793,51.165127,50.80846,51.049019,53.218235
Suncron Turquoise Blue G-GL 200%_I,0.25,58.497066,62.424206,66.757378,70.179314,71.834068,73.170349,74.101952,74.948135,75.533615,74.216911,71.71492,68.791351,65.476723,61.292278,56.681103,51.842869,47.15995,43.087109,39.596352,36.629494,33.908718,31.619287,30.261663,30.101538,31.365398,33.273808,35.381721,36.538132,36.664761,37.104309,39.373093
Suncron Turquoise Blue G-GL 200%_I,0.5,49.440094,53.446735,59.000511,63.50531,65.851128,67.646271,68.909515,70.117119,70.786697,68.758308,64.6119,59.634541,54.46151,49.071575,43.913288,38.937168,34.376534,30.534369,27.288818,24.573959,22.11648,20.061998,18.880854,18.769785,19.987032,21.92922,24.223558,25.735315,26.471933,27.004452,29.224655
Suncron Turquoise Blue G-GL 200%_I,1.0,40.800701,44.755768,50.661045,55.527771,58.1675,60.066448,61.22855,62.277901,62.779556,60.013218,55.190376,49.689396,44.343555,38.958225,33.970127,29.249907,25.0389,21.521896,18.621445,16.265718,14.194506,12.476728,11.502314,11.561914,12.224695,13.727587,15.578416,16.921659,17.78253,18.353277,20.294853
Suncron Turquoise Blue G-GL 200%_I,2.0,32.275242,35.839546,41.694279,46.612053,49.314945,51.199108,52.127766,52.906631,52.9711,49.936359,44.943104,39.479046,34.380875,29.368448,24.764715,20.51256,16.83367,13.860348,11.514387,9.678724,8.180497,6.983608,6.33336,6.324959,6.705058,7.687226,8.968792,9.978958,10.771997,11.286504,12.830244
Suncron Turquoise Blue G-GL 200%_I,4.0,24.095524,27.043798,32.542126,37.236614,39.883739,41.616913,42.217659,42.542908,42.269115,39.195251,34.476746,29.415585,24.842617,20.446573,16.493231,12.989703,10.093655,7.918184,6.3071,5.1751,4.306696,3.681815,3.422343,3.360736,3.56867,4.045068,4.763129,5.369391,5.97076,6.376743,7.425329
Suncron Turquoise Blue G-GL 200%_I,6.0,19.470604,22.072006,27.316532,31.713057,34.256161,35.856716,36.303364,36.442482,35.986652,33.02364,28.540249,23.824743,19.650692,15.723346,12.300344,9.366851,7.064275,5.419574,4.272657,3.521785,3.018124,2.666735,2.514612,2.484914,2.621803,2.913625,3.308354,3.655611,4.149443,4.453046,5.185972
Suncron Turquoise Blue S-FW_I,0.01,72.447443,75.695908,78.469622,80.74072,82.316726,83.638489,84.585482,85.193413,85.630602,85.744309,85.804784,85.521579,85.000092,84.309751,83.519936,82.696116,81.88256,80.977637,80.152017,79.281366,78.257966,76.992506,75.914747,75.384927,75.498009,76.039284,76.55229,76.761949,76.720965,76.937097,78.236979
Suncron Turquoise Blue S-FW_I,0.025,71.544737,75.013661,78.011262,80.424607,82.16936,83.696425,84.870505,85.619253,86.166072,86.379123,86.514801,86.201549,85.489494,84.351087,82.941329,81.196898,79.109061,76.732987,74.534607,72.539496,70.49436,68.22753,66.401267,65.431613,65.450269,66.08206,66.767037,67.082232,66.747701,66.964912,68.673766
Suncron Turquoise Blue S-FW_I,0.05,70.190084,73.668611,76.775831,79.319799,81.137681,82.711911,83.815444,84.391195,84.691828,84.601873,84.17998,83.267242,81.7783,79.771972,77.536166,74.955523,71.970773,68.78168,65.839106,63.359237,60.8688,58.24421,56.193292,55.203277,55.375981,56.233191,57.207745,57.673597,57.507801,57.841974,59.878123
Suncron Turquoise Blue S-FW_I,0.1,68.061495,71.911287,75.453997,78.425145,80.548209,82.534713,83.850569,84.390199,84.624052,84.097463,83.05456,81.265986,78.72442,75.574666,72.214746,68.504775,64.353836,60.265982,56.743002,53.886014,51.099414,48.227292,46.05383,45.150712,45.483449,46.489513,47.634047,48.176038,48.095047,48.632813,50.682521
Suncron Turquoise Blue S-FW_I,0.25,60.020804,64.555001,69.68931,74.055398,77.202463,79.97328,81.571096,81.720734,81.024706,79.038268,76.17203,72.277391,67.526007,62.276995,57.2209,52.125859,46.977875,42.296901,38.57094,35.762733,33.108026,30.396643,28.429985,27.84808,28.584012,30.220711,32.066908,33.3424,33.894938,34.596378,36.917171
Suncron Turquoise Blue S-FW_I,0.5,52.760398,57.685667,63.676322,69.030714,72.981054,76.50097,78.351486,78.331065,76.578939,73.478407,69.390196,64.27815,58.596474,52.62695,47.197169,41.934109,36.851761,32.318351,28.797275,26.164955,23.75627,21.288791,19.497468,18.968911,19.572467,20.959473,22.572033,23.709163,24.343042,25.088951,27.258149
Suncron Turquoise Blue S-FW_I,1.0,44.964337,49.843684,56.429923,62.618315,67.505735,72.088903,74.327463,73.895144,70.990252,66.640943,61.406481,55.386889,49.161884,43.035272,37.609994,32.532632,27.736503,23.552777,20.326361,18.015873,15.952417,13.870724,12.392817,11.951256,12.43613,13.446206,14.716092,15.651484,16.276598,16.987371,18.874352
Suncron Turquoise Blue S-FW_I,2.0,36.316317,41.010129,47.829768,54.499447,60.090375,65.572339,68.108267,67.138082,63.073665,57.731748,51.860309,45.490986,39.34443,33.438835,28.317949,23.613401,19.29062,15.620565,12.926306,11.084287,9.532942,8.021922,7.013385,6.795619,6.982636,7.667002,8.527128,9.174415,9.724747,10.30838,11.785249
Suncron Turquoise Blue S-FW_I,4.0,28.209996,32.544696,39.010701,45.377558,51.028931,56.737888,59.14191,57.819235,53.173739,47.567165,41.80114,35.758737,30.114168,24.78117,20.218223,16.151462,12.565425,9.680397,7.691124,6.431881,5.449702,4.548366,4.00512,3.858826,3.960248,4.292935,4.709169,4.99373,5.434402,5.798147,6.75386
Suncron Turquoise Blue S-FW_I,6.0,24.778943,28.512815,34.494373,40.292248,45.461494,50.936389,52.885336,51.684475,47.025949,41.638181,36.27218,30.697066,25.535345,20.677826,16.571064,12.962994,9.858762,7.4435,5.844005,4.862675,4.130681,3.491747,3.143016,3.01089,3.065868,3.228677,3.452684,3.58164,3.840477,4.209686,4.76871
Suncron Turquoise Blue S-GL 200%_I,0.01,71.512794,75.205093,77.866646,80.062225,81.682678,83.145782,84.310104,85.068474,85.618607,85.878647,86.068649,85.958572,85.63765,85.03228,84.238281,83.301208,82.038567,80.645378,79.154579,77.624092,75.923065,74.058884,72.251823,70.603409,69.381058,68.591057,67.936119,67.363663,66.190796,66.475967,68.018463
Suncron Turquoise Blue S-GL 200%_I,0.025,70.7575,74.580986,77.309799,79.621292,81.328644,83.040215,84.335709,85.052673,85.444702,85.496803,85.290627,84.63401,83.569374,82.137558,80.455597,78.528847,76.247131,73.906021,71.490181,69.174019,66.64003,64.045532,61.675251,59.554005,58.035576,57.003002,56.13485,55.376701,53.981663,54.379391,56.196571
Suncron Turquoise Blue S-GL 200%_I,0.05,68.646126,72.582573,75.543365,77.952576,79.765251,81.711891,83.125336,83.697266,83.881477,83.490448,82.683037,81.354156,79.540611,77.338852,74.962875,72.309319,69.235786,66.210335,63.223629,60.398811,57.459007,54.532654,51.914669,49.68158,48.102219,46.962528,46.038349,45.23027,43.887371,44.344799,46.246258
Suncron Turquoise Blue S-GL 200%_I,0.1,65.831764,69.765594,72.848175,75.361565,77.388847,79.773552,81.436691,81.930809,81.887863,80.957405,79.505432,77.411263,74.800018,71.818542,68.723312,65.328529,61.611103,58.11219,54.742252,51.670013,48.583252,45.549072,42.876518,40.657307,39.114391,37.977722,37.020157,36.193924,34.968636,35.450161,37.350929
Suncron Turquoise Blue S-GL 200%_I,0.25,59.001236,63.037109,66.492775,69.363892,71.798088,75.213242,77.429237,77.820946,76.757324,74.653656,71.902924,68.426025,64.486465,60.328178,56.268024,52.093029,47.859756,44.022507,40.547016,37.456753,34.41708,31.504089,29.002333,26.965582,25.598642,24.545153,23.655371,22.864853,21.999458,22.50794,24.11067
Suncron Turquoise Blue S-GL 200%_I,0.5,51.716583,55.744015,59.415371,62.457066,65.280067,69.547028,72.196579,72.392509,70.461678,67.411644,63.694149,59.372681,54.846882,50.265003,45.960678,41.654877,37.48671,33.807449,30.519815,27.629704,24.849752,22.175983,19.937634,18.191471,17.002033,16.108665,15.336934,14.648429,14.09961,14.469102,15.826714
Suncron Turquoise Blue S-GL 200%_I,1.0,43.441692,47.401707,51.149433,54.27066,57.395439,62.314213,65.338051,65.191353,62.329071,58.440746,54.111576,49.342815,44.666664,40.070133,35.822983,31.703382,27.839666,24.436043,21.473297,18.945807,16.569616,14.322267,12.512511,11.156905,10.258575,9.577892,9.013639,8.532616,8.135619,8.433121,9.414597
Suncron Turquoise Blue S-GL 200%_I,2.0,34.866142,38.415539,42.097832,45.084129,48.231258,53.340126,56.217945,55.478622,51.790966,47.38781,42.923199,38.270836,33.936298,29.796764,25.975397,22.33226,19.000864,16.137426,13.712195,11.710784,9.911218,8.291002,7.047343,6.155814,5.582459,5.18577,4.848482,4.539911,4.35289,4.540559,5.132681
Suncron Turquoise Blue S-GL 200%_I,4.0,26.65196,29.503048,32.894009,35.478909,38.187382,42.623241,44.352978,43.311195,39.416878,35.203094,31.228554,27.268452,23.702951,20.297176,17.210943,14.308555,11.749867,9.61263,7.899617,6.565829,5.450993,4.488126,3.799547,3.366271,3.076106,2.895371,2.733305,2.575026,2.515651,2.676992,2.909861
Suncron Turquoise Blue S-GL 200%_I,6.0,24.645191,27.413988,30.659269,33.069576,35.615707,39.653404,41.058533,39.878292,36.069248,32.036484,28.289953,24.55723,21.249443,18.102745,15.236154,12.577991,10.246053,8.334082,6.800566,5.648681,4.687466,3.884014,3.327954,3.00531,2.744067,2.597943,2.462906,2.331121,2.299654,2.432153,2.672749
Suncron Turquoise Blue S-GL 220%_I,0.01,72.247849,76.009979,78.644455,80.80764,82.447899,83.891258,85.045212,85.797562,86.327774,86.568405,86.75293,86.649895,86.178032,85.485008,84.597145,83.519539,82.143692,80.615196,79.043266,77.437431,75.636475,73.71537,71.857605,70.141777,68.890205,68.086494,67.42337,66.795982,65.635849,65.893181,67.477432
Suncron Turquoise Blue S-GL 220%_I,0.025,70.573006,74.450089,77.16037,79.48838,81.212891,82.940437,84.269424,85.011078,85.398903,85.431625,85.177872,84.507309,83.332527,81.810486,80.028465,77.999222,75.608894,73.177582,70.709213,68.27124,65.673752,63.057465,60.639511,58.514118,56.978004,55.911671,55.01989,54.249935,52.896099,53.267849,55.104137
Suncron Turquoise Blue S-GL 220%_I,0.05,68.755981,72.672699,75.534233,77.939438,79.788399,81.830513,83.301842,83.905289,84.07692,83.729187,82.893791,81.490112,79.549377,77.227486,74.730743,71.945763,68.790436,65.672554,62.613911,59.754086,56.801533,53.863579,51.247356,48.992798,47.42979,46.317341,45.36993,44.5625,43.211998,43.695274,45.607803
Suncron Turquoise Blue S-GL 220%_I,0.1,65.375008,69.231377,72.275093,74.817795,76.837006,79.333206,81.048546,81.520523,81.427193,80.384766,78.745651,76.457039,73.613487,70.421722,67.123451,63.539169,59.682049,56.078793,52.650677,49.545395,46.415127,43.369717,40.71225,38.500141,36.965622,35.843121,34.881477,34.084721,32.813488,33.365097,35.221989
Suncron Turquoise Blue S-GL 220%_I,0.25,57.23415,61.434174,64.859268,67.821518,70.347176,73.96936,76.32933,76.773804,75.567207,73.321075,70.373123,66.650513,62.514687,58.203983,54.016674,49.748676,45.494392,41.676445,38.220474,35.153545,32.162102,29.290104,26.834015,24.873169,23.5184,22.499067,21.632179,20.870144,20.03521,20.536036,22.069288
Suncron Turquoise Blue S-GL 220%_I,0.5,50.305855,54.416542,58.06321,61.126945,64.035751,68.457474,71.243301,71.435608,69.388428,66.174469,62.330853,57.87009,53.294678,48.669277,44.311382,40.021294,35.906197,32.254982,29.001442,26.15132,23.423443,20.823681,18.631582,16.935064,15.791722,14.911366,14.182305,13.518885,12.97805,13.325335,14.608771
Suncron Turquoise Blue S-GL 220%_I,1.0,42.204147,45.955242,49.714069,52.801311,55.897732,60.860466,63.838451,63.622154,60.662006,56.68187,52.317261,47.57782,42.963573,38.446571,34.260769,30.214266,26.418337,23.080776,20.197201,17.714872,15.412205,13.247758,11.508638,10.209858,9.34945,8.714694,8.193092,7.746308,7.371265,7.64989,8.551433
Suncron Turquoise Blue S-GL 220%_I,2.0,33.5382,37.070091,40.660179,43.557419,46.594398,51.560638,54.244591,53.399879,49.72002,45.376961,41.026134,36.520355,32.343739,28.330219,24.609432,21.086094,17.857916,15.076706,12.752917,10.844085,9.138097,7.611059,6.456397,5.633976,5.095654,4.731534,4.429238,4.166345,3.983515,4.165563,4.692115
Suncron Turquoise Blue S-GL 220%_I,4.0,25.440958,28.246981,31.548702,34.031292,36.622482,40.823395,42.340714,41.207138,37.346695,33.249187,29.413742,25.601107,22.194103,18.964813,16.006847,13.25057,10.828716,8.821807,7.211576,5.983657,4.965962,4.097096,3.493328,3.134568,2.84952,2.691522,2.54908,2.407705,2.369625,2.511313,2.759547
Suncron Turquoise Blue S-GL 220%_I,6.0,24.637308,27.451967,30.638468,33.057701,35.534176,39.505116,40.845131,39.667259,35.940876,31.987535,28.282705,24.598293,21.323132,18.218872,15.361384,12.71517,10.383859,8.452052,6.909111,5.736713,4.777099,3.953019,3.388388,3.051094,2.780482,2.630064,2.497527,2.361451,2.324752,2.463868,2.698055
Suncron Violet 3R_I,0.01,72.508324,76.251984,78.916534,80.817268,82.136459,82.832954,83.168152,82.981979,82.024261,80.383232,77.701859,73.751961,70.902756,69.20359,66.076836,64.491501,68.68354,81.287476,91.865768,95.978653,97.75396,97.414162,95.675133,94.604065,93.697678,92.776512,92.483215,91.964935,91.453369,91.164955,90.940735
Suncron Violet 3R_I,0.025,72.126205,75.909851,78.60331,80.509605,81.627121,81.893082,81.708794,80.49437,77.977158,74.83786,70.457138,64.604637,60.725868,58.568371,54.781162,52.929054,58.044292,74.322525,90.221474,98.680405,103.447685,103.653824,100.874138,98.947556,97.199265,95.344902,94.649544,93.580887,92.463463,91.946968,91.710495
Suncron Violet 3R_I,0.05,71.313004,75.176514,77.846191,79.642311,80.49675,80.530182,79.388771,77.089622,73.080238,68.678596,63.036781,56.047409,51.712204,49.393959,45.408726,43.555416,49.056637,67.215958,86.774513,99.100273,107.172821,108.693291,105.510841,103.122421,100.672005,97.839211,96.615311,94.995079,93.346405,92.554176,92.328667
Suncron Violet 3R_I,0.1,70.810677,74.673622,77.328415,78.990326,79.35038,78.435043,75.772896,71.801041,65.765465,59.919971,53.236794,45.500755,41.021317,38.735802,34.826813,32.958866,38.178337,56.324375,78.128563,94.876366,108.402725,112.949394,110.802094,108.254311,105.054558,101.068375,99.274796,96.890007,94.48954,93.42025,93.230225
Suncron Violet 3R_I,0.25,67.836365,71.555832,74.08432,75.196915,74.700928,71.839653,66.816322,60.600185,52.592636,45.763641,38.786346,31.225018,27.016336,24.929688,21.454721,19.606268,23.518478,38.666786,59.122448,78.436241,98.832352,111.763275,113.596413,113.457619,110.44326,105.292717,102.871277,99.519661,96.232132,94.771263,94.783615
Suncron Violet 3R_I,0.5,65.256348,68.7649,70.93959,71.539268,69.752823,64.999702,58.277256,50.949646,42.348206,35.49802,28.882509,21.918736,18.18795,16.400169,13.522777,11.836445,14.725618,26.847597,45.202328,64.578651,86.727554,103.740166,109.712532,112.180016,110.836311,105.861435,103.478577,99.886009,96.407639,94.810997,95.094749
Suncron Violet 3R_I,1.0,61.281796,64.631927,66.504333,66.271507,63.081287,56.705498,48.840378,41.048222,32.521343,26.061958,20.101795,14.105578,11.126687,9.799868,7.750323,6.642327,8.341017,16.738491,31.764811,49.863983,71.901894,91.352203,101.602768,108.168472,108.843719,104.855392,102.871536,99.335983,95.952225,94.879692,95.053391
Suncron Violet 3R_I,2.0,55.082916,58.00742,59.213631,58.21315,54.003311,46.871201,38.834221,31.306835,23.456526,17.761915,12.849866,8.276868,6.220287,5.413958,4.26859,3.696204,4.57897,9.367169,19.952549,35.177425,55.127491,74.73204,87.850174,98.022865,101.998886,100.359131,99.501808,96.754471,94.024399,93.201103,93.740227
Suncron Violet 3R_I,4.0,50.509403,51.377308,51.502003,50.304604,47.460728,42.690903,36.737026,30.609707,23.610378,18.209324,13.43018,8.84705,6.649117,5.719332,4.514328,3.784376,4.337418,7.949357,15.651374,27.260414,43.405361,58.770393,68.593109,78.722229,88.042137,92.438133,94.889,94.235893,92.407433,91.692711,92.298347
Suncron Violet 3R_I,6.0,47.294945,47.856087,47.610504,46.378437,43.787949,39.548073,34.124138,28.49642,21.908813,16.798109,12.308307,8.048744,5.99068,5.113321,4.059278,3.396222,3.749544,6.436957,12.354513,22.065729,36.587009,51.172691,61.072605,71.621574,81.898674,87.795509,91.799652,91.527245,90.285156,89.362839,90.624718
